topicName,time,distinct_id,screen_height,spaceId,notificationActorType,city,initial_referring_domain,event,currentSpaceId,browser,usingStandaloneApp,mediaDescription,region,id,search,mp_country_code,feedItemTargetTypeId,commentId,feedItemVerbId,referrer,screen_width,feedItemTargetType,os,referrer,contentId,feedItemActorId,mediaUrl,notificationActorId,notificationDescription,created,device,notificationVerbId,notificationTargetType,mediaType,initial_referrer,url,feedItemDescription,mediaProviderName,path,feedItemActorType,mediaTitle,current_url,postId,updatedAt,contentType,name,notificationId,commentMessage,referring_domain,feedItemId,mp_lib,postMessage,topicId,title,mediaProviderUrl,contentName,hasFinishedOnboarding,browser_version,notificationTargetTypeId,lib_version,hasSetPassword
,1452859367,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Selected all topics,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/foiler-til-hvert-kapittel/feed,,2016-01-11T12:23:48,,,,,,,web,,,,,,True,47,,2.7.2,True
,1452859367,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Viewed /spaces/569384db2bea66f99e5af2e7/topics//feed Page,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/foiler-til-hvert-kapittel/feed,,,/spaces/569384db2bea66f99e5af2e7/topics/foiler-til-hvert-kapittel/feed,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/foiler-til-hvert-kapittel/feed,,2016-01-11T12:23:48,,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,,,web,,,Trive - Master anything,,,True,47,,2.7.2,True
"Beskjeder, kun fra Nina",1452860084,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Selected topic,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,2016-01-11T12:23:48,,,,,,,web,,5693c208d108fc24008de13b,,,,True,47,,2.7.2,True
,1452860084,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Viewed /spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed Page,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,,/spaces/569384db2bea66f99e5af2e7/topics//feed,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics//feed,,2016-01-11T12:23:48,,/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,,,,web,,,Trive - Master anything,,,True,47,,2.7.2,True
,1452860280,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Uploaded file,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,,web,,,,,,True,47,,2.7.2,True
,1452860298,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Created content,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,file,,,,,,web,,,,,Follow the crowd.png,True,47,,2.7.2,True
,1452860302,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Opened drop down menu for feed item,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,569384db2bea66f99e5af2e7,,upload,,1600,Space,Windows,,,5693844d2bea66f99e5af2e6,,,,2016-01-10T21:05:41,,,,,$direct,,"{'actors': [{'$$hashKey': 'object:2059', 'createdAt': {}, 'displayName': 'Nina Ronæs', 'updatedAt': {}, 'phone': '46410446', 'id': '5693844d2bea66f99e5af2e6', 'hasFinishedOnboarding': True, 'lastName': 'Ronæs', 'firstName': 'Nina', 'hasSetPassword': True, 'email': 'nina.ronas@bi.no'}], 'object': {'session': {'permissions': {'canUpdate': True, 'canDownload': True, 'canCreate': True, 'canComment': True, 'canDelete': True}}, 'displayName': 'Follow the crowd.png', 'updatedAt': '2016-01-15T12:18:17', 'deletedAt': None, 'commentThreadId': '5698d5794c36f737d6ad2647', 'commentsCount': 0, 'name': 'Follow the crowd.png', 'ownerId': '5693844d2bea66f99e5af2e6', 'createdAt': '2016-01-15T12:18:17', 'topics': [{'slug': 'beskjeder-kun-fra-nina', 'createdAt': {}, 'revisionId': '5695059a91da2d2300566f1d', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beskjeder, kun fra Nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6'}], 'revisionId': '5698d57941a9d7210023fc5b', 'contentType': 'file', 'id': '5698d57941a9d7210023fc5c', 'owner': {'email': 'nina.ronas@bi.no', 'lastName': 'Ronæs', 'firstName': 'Nina', 'id': '5693844d2bea66f99e5af2e6'}, 'article': 'a', 'noun': 'file', 'payload': {'s3FilePreviewKey': '5698d5672fb0de2600f21f6b/Follow the crowd.png', 'fileName': 'Follow the crowd.png', 'uploadRequestId': '5698d5672fb0de2600f21f6b', 's3FileKey': '5698d5672fb0de2600f21f6b/Follow the crowd.png', 'message': 'Takk for godt engasjement i første forelesning i går! Flotte bilder sendte dere også inn! Fortsett med å holde engasjementet oppe!', 'mimeType': 'image/png'}}, 'verb': {'pastSimple': 'uploaded', 'verb': 'upload'}, 'target': {'title': 'MRK3480 Forbrukeratferd', 'topics': [{'slug': 'beskjeder-kun-fra-nina', 'createdAt': {}, 'revisionId': '5695059a91da2d2300566f1d', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beskjeder, kun fra Nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'kursinformasjon1272', 'createdAt': {}, 'revisionId': '5693d8a316e0a927006261d3', 'updatedAt': {}, 'deletedAt': None, 'name': 'Kursinformasjon', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'forbrukeratferd', 'createdAt': {}, 'revisionId': '56977f1243929524005287de', 'updatedAt': {}, 'deletedAt': None, 'name': 'Forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'beslutninger358', 'createdAt': {}, 'revisionId': '56977f1e8b0c7f2700042228', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beslutninger', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'faglige-sporsmal', 'createdAt': {}, 'revisionId': '569505bb6ccbf42600dda621', 'updatedAt': {}, 'deletedAt': None, 'name': 'Faglige spørsmål?', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'foiler-til-hvert-kapittel', 'createdAt': {}, 'revisionId': '56976cec8b0c7f2700041dee', 'updatedAt': {}, 'deletedAt': None, 'name': 'Foiler til hvert kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6'}], 'displayName': 'MRK3480 Forbrukeratferd', 'id': '569384db2bea66f99e5af2e7', 'rootId': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5'}}",,,ETUser,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,5698d57a41a9d7210023fc6c,web,,,,,,True,47,,2.7.2,True
,1452860314,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Saved changes,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,5698d57941a9d7210023fc5c,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,file,,,,,,web,,,,,Follow the crowd.png,True,47,,2.7.2,True
,1452860315,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Opened drop down menu for feed item,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,569384db2bea66f99e5af2e7,,upload,,1600,Space,Windows,,,5693844d2bea66f99e5af2e6,,,,2016-01-10T21:05:41,,,,,$direct,,"{'actors': [{'$$hashKey': 'object:2059', 'createdAt': {}, 'displayName': 'Nina Ronæs', 'updatedAt': {}, 'phone': '46410446', 'id': '5693844d2bea66f99e5af2e6', 'hasFinishedOnboarding': True, 'lastName': 'Ronæs', 'firstName': 'Nina', 'hasSetPassword': True, 'email': 'nina.ronas@bi.no'}], 'object': {'session': {'permissions': {'canUpdate': True, 'canDownload': True, 'canCreate': True, 'canComment': True, 'canDelete': True}}, 'displayName': 'Follow the crowd.png', 'updatedAt': '2016-01-15T12:18:17', 'deletedAt': None, 'commentThreadId': '5698d5794c36f737d6ad2647', 'commentsCount': 0, 'name': 'Follow the crowd.png', 'ownerId': '5693844d2bea66f99e5af2e6', 'createdAt': '2016-01-15T12:18:17', 'topics': [{'slug': 'beskjeder-kun-fra-nina', 'createdAt': {}, 'revisionId': '5695059a91da2d2300566f1d', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beskjeder, kun fra Nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6'}], 'revisionId': '5698d57941a9d7210023fc5b', 'contentType': 'file', 'id': '5698d57941a9d7210023fc5c', 'owner': {'email': 'nina.ronas@bi.no', 'lastName': 'Ronæs', 'firstName': 'Nina', 'id': '5693844d2bea66f99e5af2e6'}, 'article': 'a', 'noun': 'file', 'payload': {'s3FilePreviewKey': '5698d5672fb0de2600f21f6b/Follow the crowd.png', 'fileName': 'Follow the crowd.png', 'uploadRequestId': '5698d5672fb0de2600f21f6b', 's3FileKey': '5698d5672fb0de2600f21f6b/Follow the crowd.png', 'message': 'Takk for godt engasjement i første forelesning i går! Flotte bilder sendte dere også inn! Fortsett med å holde engasjementet oppe!', 'mimeType': 'image/png'}}, 'verb': {'pastSimple': 'uploaded', 'verb': 'upload'}, 'target': {'title': 'MRK3480 Forbrukeratferd', 'topics': [{'slug': 'beskjeder-kun-fra-nina', 'createdAt': {}, 'revisionId': '5695059a91da2d2300566f1d', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beskjeder, kun fra Nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'kursinformasjon1272', 'createdAt': {}, 'revisionId': '5693d8a316e0a927006261d3', 'updatedAt': {}, 'deletedAt': None, 'name': 'Kursinformasjon', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'forbrukeratferd', 'createdAt': {}, 'revisionId': '56977f1243929524005287de', 'updatedAt': {}, 'deletedAt': None, 'name': 'Forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'beslutninger358', 'createdAt': {}, 'revisionId': '56977f1e8b0c7f2700042228', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beslutninger', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'faglige-sporsmal', 'createdAt': {}, 'revisionId': '569505bb6ccbf42600dda621', 'updatedAt': {}, 'deletedAt': None, 'name': 'Faglige spørsmål?', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'foiler-til-hvert-kapittel', 'createdAt': {}, 'revisionId': '56976cec8b0c7f2700041dee', 'updatedAt': {}, 'deletedAt': None, 'name': 'Foiler til hvert kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6'}], 'displayName': 'MRK3480 Forbrukeratferd', 'id': '569384db2bea66f99e5af2e7', 'rootId': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5'}}",,,ETUser,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,5698d57a41a9d7210023fc6c,web,,,,,,True,47,,2.7.2,True
,1452860319,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Deleted content,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,5698d57941a9d7210023fc5c,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,file,,,,,,web,,,,,Follow the crowd.png,True,47,,2.7.2,True
,1452860327,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Uploaded file,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,,web,,,,,,True,47,,2.7.2,True
,1452860331,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Uploaded file,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,,web,,,,,,True,47,,2.7.2,True
,1452860335,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Created content,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,file,,,,,,web,,,,,Follow the crowd.png,True,47,,2.7.2,True
,1452860345,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Opened intercom,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,,web,,,,,,True,47,,2.7.2,True
,1452860779,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Opened drop down menu for feed item,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,569384db2bea66f99e5af2e7,,upload,,1600,Space,Windows,,,5693844d2bea66f99e5af2e6,,,,2016-01-10T21:05:41,,,,,$direct,,"{'actors': [{'$$hashKey': 'object:2258', 'createdAt': {}, 'displayName': 'Nina Ronæs', 'updatedAt': {}, 'phone': '46410446', 'id': '5693844d2bea66f99e5af2e6', 'hasFinishedOnboarding': True, 'lastName': 'Ronæs', 'firstName': 'Nina', 'hasSetPassword': True, 'email': 'nina.ronas@bi.no'}], 'object': {'session': {'permissions': {'canUpdate': True, 'canDownload': True, 'canCreate': True, 'canComment': True, 'canDelete': True}}, 'displayName': 'Follow the crowd.png', 'updatedAt': '2016-01-15T12:18:55', 'deletedAt': None, 'commentThreadId': '5698d59f4c36f737d6ad266c', 'commentsCount': 0, 'name': 'Follow the crowd.png', 'ownerId': '5693844d2bea66f99e5af2e6', 'createdAt': '2016-01-15T12:18:55', 'topics': [{'slug': 'beskjeder-kun-fra-nina', 'createdAt': {}, 'revisionId': '5695059a91da2d2300566f1d', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beskjeder, kun fra Nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6'}], 'revisionId': '5698d59f2fb0de2600f22113', 'contentType': 'file', 'id': '5698d59f2fb0de2600f22114', 'owner': {'email': 'nina.ronas@bi.no', 'lastName': 'Ronæs', 'firstName': 'Nina', 'id': '5693844d2bea66f99e5af2e6'}, 'article': 'a', 'noun': 'file', 'payload': {'s3FilePreviewKey': '5698d59a2fb0de2600f22040/Happy boys.png', 'fileName': 'Happy boys.png', 'uploadRequestId': '5698d59a2fb0de2600f22040', 's3FileKey': '5698d59a2fb0de2600f22040/Happy boys.png', 'message': 'Takk for godt engasjement i første forelesning i går! Flotte bilder sendte dere også inn! Fortsett med å holde engasjementet oppe!', 'mimeType': 'image/png'}}, 'verb': {'pastSimple': 'uploaded', 'verb': 'upload'}, 'target': {'title': 'MRK3480 Forbrukeratferd', 'topics': [{'slug': 'beskjeder-kun-fra-nina', 'createdAt': {}, 'revisionId': '5695059a91da2d2300566f1d', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beskjeder, kun fra Nina', 'id': '5693c208d108fc24008de13b', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'kursinformasjon1272', 'createdAt': {}, 'revisionId': '5693d8a316e0a927006261d3', 'updatedAt': {}, 'deletedAt': None, 'name': 'Kursinformasjon', 'id': '5693c252d108fc24008de142', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'forbrukeratferd', 'createdAt': {}, 'revisionId': '56977f1243929524005287de', 'updatedAt': {}, 'deletedAt': None, 'name': 'Forbrukeratferd', 'id': '5693c25b16e0a927006257d5', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'beslutninger358', 'createdAt': {}, 'revisionId': '56977f1e8b0c7f2700042228', 'updatedAt': {}, 'deletedAt': None, 'name': 'Beslutninger', 'id': '5693c262d108fc24008de149', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'faglige-sporsmal', 'createdAt': {}, 'revisionId': '569505bb6ccbf42600dda621', 'updatedAt': {}, 'deletedAt': None, 'name': 'Faglige spørsmål?', 'id': '569505bb6ccbf42600dda622', 'ownerId': '5693844d2bea66f99e5af2e6'}, {'slug': 'foiler-til-hvert-kapittel', 'createdAt': {}, 'revisionId': '56976cec8b0c7f2700041dee', 'updatedAt': {}, 'deletedAt': None, 'name': 'Foiler til hvert kapittel', 'id': '56976cb88b0c7f2700041dc5', 'ownerId': '5693844d2bea66f99e5af2e6'}], 'displayName': 'MRK3480 Forbrukeratferd', 'id': '569384db2bea66f99e5af2e7', 'rootId': '569384db2bea66f99e5af2e7', 'preposition': 'in', 'article': 'a', 'noun': 'space', 'ownerId': '569368472bea66f99e5af2a5'}}",,,ETUser,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,5698d59f2fb0de2600f22124,web,,,,,,True,47,,2.7.2,True
,1452860782,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Deleted content,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,5698d59f2fb0de2600f22114,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,file,,,,,,web,,,,,Follow the crowd.png,True,47,,2.7.2,True
"Beskjeder, kun fra Nina",1452860784,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Selected topic,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,,web,,5693c208d108fc24008de13b,,,,True,47,,2.7.2,True
,1452860798,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Uploaded file,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,,,,,,,web,,,,,,True,47,,2.7.2,True
,1452860804,5693844d2bea66f99e5af2e6,900,,,Stavanger,$direct,Created content,569384db2bea66f99e5af2e7,Chrome,False,,Rogaland Fylke,5693844d2bea66f99e5af2e6,,NO,,,,,1600,,Windows,,,,,,,2016-01-10T21:05:41,,,,,$direct,,,,,,,https://my.triveapp.com/spaces/569384db2bea66f99e5af2e7/topics/beskjeder-kun-fra-nina/feed,,2016-01-11T12:23:48,file,,,,,,web,,,,,forbinder m fadferd oh1.png,True,47,,2.7.2,True
